1|011000015|Rb-Bos|Federal Reserve Bank of Boston|Boston|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
2|011000536|Hlb Boston|Federal Home Loan Bank|Boston|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
3|011001234|K of Nyc|The Bank of New York Mellon|New York|NY||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
4|011001276|Neunited Bank|Oneunited Bank|Boston|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
5|011001438|Tate Street Bk|State Street Bank|Boston|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
6|011002550|Astern Bank Lynn|Eastern Bank|Boston|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
7|011002725|Ommerce Worcester|Commerce Bank & Trust Co.|Worcester|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
8|011002877|W Bk Smrino|East West Bank|Boston|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
9|011075150|Antander Bk|Santander Bank, N.A.|Wyomissing|PA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
10|011075202|Antander Bk|Santander Bank, N.A.|Boston|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
11|011100481|Cpc Windsor Locks|F.R.B. Boston Windsor Locks Rcpc|Windsor Locks|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
12|011101613|Ew Eng Bk Windsor|Webster Bank|Windsor|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
13|011102133|Ometown Cnb|Hometown Bank|Webster|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
14|011102502|Nion Savings|Union Savings Bank|Litchfield|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
15|011102667|Anaan Natl|Salisbury Bank & Trust Co.|Lakeville|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
16|011103093|D Bank, Na|Td Bank, Na|Glastonbury|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
17|011104322|St City N Britain|Webster Bank, N.A.|New Britain|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
18|011104351|Imsbury B&T|Simsbury Bank and Trust Co|Simsbury|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
19|011110617|Ankers' Ne Glast|Bankers' Bank Northeast|Glastonbury|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
20|011110633|Nited Coop Spfld|United Bank|W Springfield|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
21|011110646|Nited Coop Spfld|United Bank|W Springfield|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
22|011110659|Iberty Middletown|Liberty Bank|Middletown|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
23|011110675|O Amer Bk & Tr|Webster Bank, N.A.|Waterbury|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
24|011110701|Ebster Bank Ct|Webster Bank, N.A.|Waterbury|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
25|011110756|Tart Comm Bank|Start Community Bank|New Haven|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
26|011175212|T Community Bk Na|Connecticut Community Bank, N.A.|Westport|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
27|011200475|Angor Svgs Bk|Bangor Savings Bank|Biddeford|ME||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
28|011200608|Ey Bank Maine|Keybank National Association|Portland|ME||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
29|011201115|Ar Harbor Bk Tr|Bar Harbor Bank & Trust|Bar Harbor|ME||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
30|011201306|Amden National Bk|Camden National Bank|Bangor|ME||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
31|011201380|Amden Natl Me|Camden National Bank|Ellsworth|ME||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
32|011201432|Eoples Bank|People'S United Bank, Na|Bridgeport|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
33|011201490|Amden Bk Me|Camden National Bank|Gardiner|ME||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
34|011201500|Eoples Bank|People'S United Bank, Na|Bridgeport|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
35|011201526|Eoples Bank|People'S United Bank, Na|Bridgeport|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
36|011201759|Ar Harbor Bk Tr|Bar Harbor Bank & Trust|Bar Harbor|ME||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
37|011201762|Irst Bar Harbor|First National Bank|Bar Harbor|ME||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
38|011201830|Irst Damariscotta|First National Bank|Damariscotta|ME||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
39|011202907|Amden Bk Me|Camden National Bank|Kennebunk|ME||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
40|011202910|D Bank Usa, N.A.|Td Bank Usa, National Association|Portland|ME||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
41|011301798|Astern Bank Lynn|Eastern Bank|Boston|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
42|011301992|Ankfive|Bankfive|New Bedford|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
43|011302221|Roadway Chelsea|Td Banknorth Mass|Chelsea|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
44|011302603|Orthmark N Andovr|The Northmark Bk|North Andover|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
45|011302616|Eoples Bank|People'S United Bank, Na|Bridgeport|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
46|011302768|Eoples Bank|People'S United Bank, Na|Bridgeport|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
47|011303123|D Banknorth Mass|Td Banknorth Mass|Seabrook|NH||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
48|011304711|Irst Ipswich|First Ipswich Bank|Ipswich|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
49|011305260|Fs Newburyport|Institution for Savings|Newburyport|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
50|011305684|Ockland Trust|Rockland Trust Company|Rockland|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
51|011305749|Ape Tr Hyannis|Banknorth, N.A.|South Yarmouth|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
52|011306971|Ockland Trust|Rockland Trust Company|Rockland|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
53|011307077|Astern Bank Lynn|Eastern Bank|Newton|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
54|011307080|Orizon Bk & Tr Co|Horizon Bank and Trust|Braintree|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
55|011307116|Nited Springfield|United Bank|Worcester|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
56|011307129|Eader Bk Arlingtn|The Leader Bank|Arlington|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
57|011307213|Irst Commons Bank|First Commons Bank, Na|Newton Center|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
58|011375164|Rookline Bank|Brookline Bank|Brookline Village|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
59|011375245|Overeign Bk Ne|Sovereign Bank New England|Dorchester|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
60|011375384|Vidia Bank|Avidia Bank|Hudson|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
61|011400071|D Bank, Na|Td Bank, Na|Manchester|NH||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
62|011400149|T Marys Manchestr|St Marys Bank|Manchester|NH||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
63|011401533|Itizens Nh|Citizens Bank New Hampshire|W.Lebanon|NH||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
64|011401850|K of New England|Bank of New England|Salem|NH||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
65|011401928|Errimack County|Merrimack County Savings Bk|Concord|NH||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
66|011401960|Eoples Bank|People'S United Bank, Na|Bridgeport|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
67|011402024|Astern Bank Lynn|Eastern Bank|Boston|MA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
68|011402053|Ampshire First Bk|Nbt National Association|Manchester|NH||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
69|011402066|Ake Sunapee Bank|Lake Sunapee Bank|Newport|NH||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
70|011402079|Ptima Bank|Optima Bank & Trust|Portsmouth|NH||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
71|011500120|Itizens Bank, Na|Citizens Bank, National Association|Providence|RI||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
72|011500913|Ent W Warwick|Centreville Bank|West Warwick|RI||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
73|011501598|Illimantic Svg Ct|The Savings Institute|Willimantic|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
74|011501682|K Ri Providence|Bank of Rhode Island|Providence|RI||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
75|011501705|Reedom Natl Bank|Freedom National Bank|Greenville|RI||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
76|011501718|Ndependence Bank|Independence Bank|East Greenwich|RI||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
77|011501721|Ank of America Ri|Bank of America, Na|Providence|RI||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
78|011575236|Ofi Federal Bk Ca|Bofi Federal Bank|San Diego|CA||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
79|011600020|Ommunitybkmer|Community Bank, Na|Dewitt|NY||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
80|011600033|D Bank, Na|Td Bank, Na|Williston|VT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
81|011600062|Eoples Bank|People'S United Bank, Na|Bridgeport|CT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
82|011600392|Itz St Johnsbury|Union Bank|St. Johnsbury|VT||2020-10-07 19:19:36.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
